ID,Count
18288,631.0985273086625
18289,503.64964217332636
18290,426.2427251367116
18291,352.18913585928954
18292,296.43865996983544
18293,265.36149869651445
18294,285.33566839257554
18295,330.91400957437804
18296,381.068129103173
18297,492.4232840229861
18298,698.938927360022
18299,774.865445519669
18300,783.0749302010374
18301,692.5687261318568
18302,740.5246776312147
18303,731.1712483630986
18304,712.5092503988959
18305,729.107662049749
18306,747.0518908614823
18307,792.6975229013292
18308,761.7549433440955
18309,711.0176363789196
18310,713.5971192706064
18311,696.7295441875779
18312,635.4835206750911
18313,507.14909629081956
18314,429.2043411781618
18315,354.6362133878287
18316,298.4983725206856
18317,267.20528118235234
18318,287.3182352327212
18319,333.2132634532138
18320,383.71586340450426
18321,495.8447352552113
18322,703.7952888113514
18323,780.2493589522808
18324,788.5158847045941
18325,697.3808262057314
18326,745.6699848353645
18327,736.2515661503519
18328,717.4599010521974
18329,734.1736416443058
18330,752.2425503925311
18331,798.2053370208299
18332,767.0477624981075
18333,715.9579230125003
18334,718.5553286450577
18335,701.5705544217265
18336,639.8989818147627
18337,510.6728652853529
18338,432.18653509475195
18339,357.1002936794322
18340,300.5723963485894
18341,269.06187462182083
18342,289.314577326756
18343,335.52849298810065
18344,386.38199467056495
18345,499.2899593854993
18346,708.6853931916022
18347,785.6706808459587
18348,793.9946440014965
18349,702.2263616720049
18350,750.8510426188337
18351,741.3671829580163
18352,722.4449497738436
18353,739.2748206347662
18354,757.4692756195475
18355,803.7514204870854
18356,772.377357172702
18357,720.9325357032328
18358,723.5479886072951
18359,706.4452009216013
18360,644.3451224235964
18361,514.2211181013449
18362,435.1894498654965
18363,359.5814948725514
18364,302.6608308910385
18365,270.93136802787734
18366,291.3247903877801
18367,337.859809180954
18368,389.06665072698644
18369,502.7591215924949
18370,713.6094749531022
18371,791.1296711218497
18372,799.5114707666835
18373,707.1055648461822
18374,756.068099383489
18375,746.5183440504409
18376,727.4646355681964
18377,744.4114435932694
18378,762.732317133889
18379,809.3360392028407
18380,777.7439828912334
18381,725.9417129551314
18382,728.5753385265956
18383,711.3537173984138
18384,648.8221556684176
18385,517.7940248570748
18386,438.213229462857
18387,362.07993592648796
18388,304.7637762764364
18389,272.81385103195953
18390,293.3489707939277
18391,340.2073238049534
18392,391.7699602875589
18393,506.2523882025384
18394,718.5677701772012
18395,796.6265915070846
18396,805.0666295002125
18397,712.0186696579437
18398,761.3214052571436
18399,751.705296396121
18400,732.519199100268
18401,749.583756791291
18402,768.0319272680726
18403,814.9594609183865
18404,783.1478969524849
18405,730.9856949293845
18406,733.637619435422
18407,716.2963391872478
18408,653.330296197173
18409,521.3917568528336
18410,441.2580188596419
18411,364.595736627094
18412,306.881333328897
18413,274.7094138882803
18414,295.38721559298574
18415,342.5711494098982
18416,394.4920529603989
18417,509.76992669763473
18418,723.5605165855849
18419,802.1617055473218
18420,810.6603865399354
18421,716.965911662355
18422,766.6112121055442
18423,756.9282886795339
18424,737.6088827072547
18425,754.7920082114451
18426,773.3683601078674
18427,820.6219552443918
18428,788.5893584429975
18429,736.0647234558637
18430,738.7350740409744
18431,721.2733032583383
18432,657.8697601492267
18433,525.014486579142
18434,444.32396403595965
18435,367.12901759251815
18436,309.0136035730803
18437,276.618147478157
18438,297.43962250704874
18439,344.95139932760685
18440,397.23305925416633
18441,513.3119057234882
18442,728.587953551677
18443,807.7352786193887
18444,816.2930100742731
18445,721.947528051166
18446,771.9377735444507
18447,762.1875713130664
18448,742.7339304101607
18449,760.0364475593794
18450,778.741871504481
18451,826.3237936648336
18452,794.0686282494979
18453,741.1790420447231
18454,743.8679467368315
18455,726.2848482284368
18456,662.440765165719
18457,528.6623877250163
18458,447.41121198621556
18459,369.6799002789857
18460,311.16068923905846
18461,278.54014331436724
18462,299.5062899372022
18463,347.3481876773477
18464,399.9931105843194
18465,516.878495097584
18466,733.6503221121122
18467,813.3475779439991
18468,821.9647701550687
18469,726.9637576641786
18470,777.301344951793
18471,767.4833964490169
18472,747.8945879254928
18473,765.3173262757425
18474,784.1527190868234
18475,832.0652495500108
18476,799.5859690714021
18477,746.3288958980708
18478,749.0364836146637
18479,731.3312143722483
18480,667.0435304000022
18481,532.335635186297
18482,450.51991072616033
18483,372.24850698662357
18484,313.32269326721763
18485,280.4754935455369
18486,301.58731696824134
18487,349.7616293713121
18488,402.772339279416
18489,520.4698658173323
18490,738.7478649782938
18491,818.9988725985672
18492,827.675938710538
18493,732.0148410006993
18494,782.7021834799152
18495,772.8160179916865
18496,753.0911026770434
18497,770.6348975482401
18498,789.6011622738586
18499,837.8465981696506
18500,805.1416454334112
18501,751.5145319217253
18502,754.240932476033
18503,736.4126436339525
18504,671.6782765281499
18505,536.0344050740362
18506,453.65020929998707
18507,374.83496086532386
18508,315.4997193131943
18509,282.4242909605586
18510,303.68280337342213
18511,352.1918401201237
18512,405.5708785874591
18513,524.0861900682667
18514,743.8808265480317
18515,824.6894335301114
18516,833.426789558307
18517,737.1010202310715
18518,788.1405480679068
18519,778.1856916095531
18520,758.323723807754
18521,775.9894163237769
18522,795.0874622870452
18523,843.6681167061095
18524,810.7359236981974
18525,756.7361987370563
18526,759.4815428442762
18527,741.5293796388047
18528,676.3452257595332
18529,539.7588747229372
18530,456.8022577874756
18531,377.4393859206467
18532,317.6918717528432
18533,284.3866289930394
18534,305.7928496192434
18535,354.63893643838486
18536,408.38886268228316
18537,527.7276412322976
18538,749.0494529172568
18539,830.4195335682386
18540,839.2175984185371
18541,742.2225392082823
18542,793.6166994540137
18543,783.5926747475262
18544,763.5927021916573
18545,781.3811393206752
18546,800.6118821628568
18547,849.530084267657
18548,816.3690720791686
18549,761.9941466928999
18550,764.7585659764636
18551,746.6816677048135
18552,681.0446018474781
18553,543.5092226998606
18554,459.9762073111897
18555,380.0619070197678
18556,319.89925568724334
18557,286.36260172578153
18558,307.9175568702652
18559,357.1030356502648
18560,411.2264266699893
18561,531.3943938960274
18562,754.2539918918236
18563,836.1894474382309
18564,845.0486429271484
18565,747.3796434796584
18566,799.130900188143
18567,789.0372266392944
18568,768.8982904459087
18569,786.8103250409871
18570,806.1746867653965
18571,855.432781901863
18572,822.0413606533334
18573,767.2886278775662
18574,770.0722548754501
18575,751.869754854506
18576,685.77663009999
18577,547.2856288123821
18578,463.1722100437204
18579,382.7026498974623
18580,322.1219769477351
18581,288.3523038952918
18582,310.0570269939574
18583,359.58425589512217
18584,414.08370659542015
18585,535.086623859118
18586,759.4946929993868
18587,841.9994517742116
18588,850.9202026491264
18589,752.5725802986335
18590,804.6834146444464
18591,794.5196083197486
18592,774.2407429428936
18593,792.2772337828845
18594,811.7761427990911
18595,861.3764926090671
18596,827.7530613742447
18597,772.6198961309206
18598,775.4228643020002
18599,757.0938898267667
18600,690.5415373905595
18601,551.0882741174164
18602,466.3904192149846
18603,385.3617411621367
18604,324.36014210099665
18605,290.3558308963255
18606,312.21136256558566
18607,362.082716133172
18608,416.9608394486859
18609,538.8045081427233
18610,764.7718075013695
18611,847.8498251324135
18612,856.8325590919296
18613,757.8015986366086
18614,810.2745090340009
18615,800.040082637503
18616,779.6203158224281
18617,797.7821276531434
18618,817.4165188214845
18619,867.3615013559526
18620,833.5044480850432
18621,777.9882070565588
18622,780.810650787008
18623,762.354323088768
18624,695.3395521690351
18625,554.9173409298947
18626,469.63098911956854
18627,388.0393083018948
18628,326.6138584541504
18629,292.3732787864575
18630,314.38066687312715
18631,364.5985361511863
18632,419.85796317172833
18633,542.5482249979715
18634,770.0855884050052
18635,853.7408480045285
18636,862.7859957189823
18637,763.0669491948827
18638,815.9044514175657
18639,805.5989142674914
18640,785.0372670040342
18641,803.3252705797051
18642,823.0960852561063
18643,873.3880950892024
18644,839.2957965315817
18645,783.3938180340572
18646,786.2358726437901
18647,767.6513068479735
18648,700.1709044725808
18649,558.773012831509
18650,472.89407512412777
18651,390.73547969065373
18652,328.88323405991025
18653,294.4047442906905
18654,316.5650439222246
18655,367.1318365682396
18656,422.7752166649377
18657,546.3179539145159
18658,775.4362904754713
18659,859.6728028311613
18660,868.7807979632686
18661,768.3688844166779
18662,821.5735117184406
18663,811.1963697236628
18664,790.4918561993101
18665,808.9069283243351
18666,828.8151144054432
18667,879.4565627492627
18668,845.1273843756505
18669,788.836988231317
18670,791.6987899804762
18671,772.9850950642353
18672,705.0358259367018
18673,562.6554746795106
18674,476.17983367483475
18675,393.4503845942967
18676,331.1683777217607
18677,296.45032480609007
18678,318.7645984411713
18679,369.68273884149016
18680,425.71273979381
18681,550.113875629137
18682,780.8241702481023
18683,865.6459740153663
18684,874.8172532410144
18685,773.7076584992387
18686,827.2819617354019
18687,816.8327173717537
18688,795.984344924379
18689,814.5273684953611
18690,834.5738804639905
18691,885.5671952841919
18692,850.9994912082852
18693,794.3179786169856
18694,797.1996647124761
18695,778.3559434619651
18696,709.9345498063506
18697,566.5649126155744
18698,479.4884223048793
18699,396.18415317687015
18700,333.4693989991731
18701,298.5101184064554
18702,320.9794358859325
18703,372.25136527200357
18704,428.67067339565324
18705,553.9361721344089
18706,786.2494860406878
18707,871.6606479362842
18708,880.8956509654686
18709,779.0835274060204
18710,833.0300751557357
18711,822.508227442157
18712,801.5149965124272
18713,820.186860560504
18714,840.372659531398
18715,891.7202856636104
18716,856.9123985631736
18717,799.8370519729704
18718,802.7387605750366
18719,783.7641095423967
18720,714.8673109471116
18721,570.5015140747246
18722,482.8199996420233
18723,398.93691650682683
18724,335.7864082128602
18725,300.5842238470217
18726,323.2096624452025
18727,374.8378390106178
18728,431.649159286341
18729,557.7850266874265
18730,791.7124979658615
18731,877.7171129628751
18732,887.0162825607799
18733,784.496748878963
18734,838.8181275683621
18735,828.2231720428806
18736,807.0840761263328
18737,825.8856758598006
18738,846.211729625712
18739,897.9161288927501
18740,862.866389930155
18741,805.3944729070403
18742,808.3163431358901
18743,789.2098525959341
18744,719.8343458564591
18745,574.4654677943182
18746,486.17472541620333
18747,401.7088065633068
18748,338.1195164500629
18749,302.6727405691938
18750,325.45538504549427
18751,377.4422840638451
18752,434.6483402671096
18753,561.660623818588
18754,797.2134679435669
18755,883.8156594677396
18756,893.1794414759663
18757,789.9475824508447
18758,844.6463964770433
18759,833.9778251725883
18760,812.6918507713738
18761,831.6240876186075
18762,852.0913706966983
18763,904.1550220265924
18764,868.8617507688082
18765,810.9905078655064
18766,813.9326798079819
18767,794.6934337145774
18768,724.8358926750982
18769,578.4569638230971
18770,489.5527604671914
18771,404.4999562424673
18772,340.46883556987865
18773,304.77576870531516
18774,327.7167113562673
18775,380.06482529981974
18776,437.66836013140653
18777,565.5631493404459
18778,802.7526597136198
18779,889.956579841044
18780,899.3854231989874
18781,795.4362894577296
18782,850.5151613136925
18783,839.7724627337409
18784,818.3385893080343
18785,837.4023709607059
18786,858.0118646392698
18787,910.4372641841172
18788,874.8987685221422
18789,816.6254251460026
18790,819.5880398622962
18791,800.2151158044469
18792,729.8721911983796
18793,582.4761935302965
18794,492.9542667523036
18795,407.31049936385284
18796,342.83447820862216
18797,306.8934090834671
18798,329.9937497950881
18799,382.70558845428275
18800,440.70936367178285
18801,569.4927903566122
18802,808.3303388483478
18803,896.1401685045364
18804,905.6345252709075
18805,800.9631330514919
18806,856.4247034517675
18807,845.6073625458203
18808,824.0245624648903
18809,843.2208029214864
18810,863.9734953069961
18811,916.7631565626368
18812,880.9777326303722
18813,822.2994949103437
18814,825.2826944407608
18815,805.7751635983823
18816,734.9434828878005
18817,586.5233496148236
18818,496.3794073541683
18819,410.1405706768129
18820,345.21655778522813
18821,309.02576323230466
18822,332.2866095328306
18823,385.3647001366123
18824,443.7714966868373
18825,573.449735270733
18826,813.9467727653297
18827,902.3667219256655
18828,911.9270473001659
18829,806.5283782124391
18830,862.3753062197652
18831,851.4828043586543
18832,829.750042851594
18833,849.0796624612387
18834,869.9765485257197
18835,923.1330024522438
18836,887.098934544803
18837,828.012989197483
18838,831.0169165692523
18839,811.3738436686408
18840,740.0500108825762
18841,590.5986261144928
18842,499.82834648854146
18843,412.9903058669597
18844,347.61518850668665
18845,311.17293338592253
18846,334.59540049890757
18847,388.0422878358918
18848,446.85490598820365
18849,577.4341737955165
18850,819.602230740209
18851,908.6365386317902
18852,918.2632909769363
18853,812.1322917620087
18854,868.3672549148009
18855,857.3990698658231
18856,835.5153049719398
18857,854.9792304785184
18858,876.0213121072524
18859,929.5471072503448
18860,893.2626677417954
18861,833.7661819365503
18862,836.7909811706808
18863,817.0114244396716
18864,745.1920200113004
18865,594.7022184153308
18866,503.30124951218187
18867,415.8598415626757
18868,350.03048537351987
18869,313.3350224887578
18870,336.9202333865427
18871,390.73847992702315
18872,449.95973940759154
18873,581.4462969618319
18874,825.2969839196096
18875,914.9499192244951
18876,924.6435600875936
18877,817.7751423755662
18878,874.400836816289
18879,863.3564427181686
18880,841.3206252370269
18881,860.9197898236189
18882,882.1080758631781
18883,936.0057784763073
18884,899.4692277368412
18885,839.5593489599875
18886,842.6051650781742
18887,822.6881762009892
18888,750.3697568036847
18889,598.8343232609448
18890,506.79828293078003
18891,418.74931534166416
18892,352.4625641852966
18893,315.5121342005257
18894,339.2612196580781
18895,393.4534056768824
18896,453.08614580387444
18897,585.4862971278685
18898,831.031305334135
18899,921.3071663940043
18900,931.0681605292814
18901,823.4572005952864
18902,880.4763411997183
18903,869.3552085373947
18904,847.166281978514
18905,866.9016253121335
18906,888.2371316187493
18907,942.5093257862038
18908,905.7189120987318
18909,845.3927680167754
18910,848.4597470483516
18911,828.4043711201333
18912,755.5834695023733
18913,602.9951387619526
18914,510.31961440693794
18915,421.65886573754347
18916,354.9115415461819
18917,317.70437290118804
18918,341.6184715503164
18919,396.187195250516
18920,456.2342750702244
18921,589.5543679883555
18922,836.8054699114555
18923,927.7085849336881
18924,937.537400324571
18925,829.1787388431205
18926,886.5940593505165
18927,875.3956549297568
18928,853.0525554619585
